polarity;text
netral;Ada f 20+ mau jadi f w b? Langsung chat aja
sad;ada yang ngerti google form gaaa? plis gue butuh bantuannn
joy;Temenan di line yukkkkk
sad;yg mau nampung curhatan gua?:) f
anger;wajar si ga di umur yg 20an ngamok selalu banting bating barang? acak2 kamar? trs lega???
joy;What if.. I like you?? Hmm
netral;"""GINI jadi tuh simpelnya fet¡sh tuh object yg bikin kamu turn on, dan tanpa adanya object tersebut tuh kamu ga bisa turn on. bedanya sama kink? Simak komen"""
netral;#SoundCloud https://soundcloud.com/erga-geraldiaz/rnbmix
sad;Badan ku sakit semuaaa hahaha
joy;pgn ada yg chat tp gua suka males balesnya xixixixix
netral;"""hai, siang. chat? gue cewek, anak akun, udh sih """
sad;"""Ada gak sih di sini yang bisa chatan awet? Gak perlu baper baperan juga. Sama sama usaha membangun percakapan yang menarik. Capek gue kalo nemu terus ilang, gitu mulu."""
sad;Gw pengen bikin akun twitter lagi. Tapi semua nomer hp udah kepake
anger;Eh aku juga loc Caturtunggal tapi bukan yang bacot itu astagaaaa kesel :( jadi nya disama-samakan deh:(
sad;Dulu gue suka ninggalin cowok, sekarang gue yang ditinggal hahaha
joy;Prinsip banyak anak banyak rezeki kayanya bener2 terjadi di keluarga gue emang sih cuma 4 anak tp yg tadinya hidup susah banget skrng alhamdulilah cukup.M
netral;Disini rata2 usia nya 20-25 wkwk
anger;"""gabakalan gue maafin lo. gue emang gabakal ngelakuin apa apa ke lo tapi inget ya, karma itu ada."""
sad;Takkan kubiarkan kau menangis Takkan kubiarkan kau terkikis Terluka perasaan oleh semua ucapanku
netral;Ada yang lagi di hnm gakkk?? Mintol dong saya
sad;"""Baba please do your magic. Gw butuh temen chat, lagi gabut parah. F22 here."""
netral;Pasar kosambi kebakaran gede ya
netral;"""Weh yg punya spotify legal premium family gue join dong, jgn mahal2 tp kalo bisa bayarnya pake ovo/gopay aja jgn pulsa ribet"""
joy;"""""""Other than dicc and pussssy, every other things is just a social construct. Enjoy whatever you want."""""""
sad;"""Iya aku gendut, iya emang ga pantes suka kamu. Wassalam mas """
joy;https://drive.google.com/file/d/12uewQSJYXHKOVfzCtIcCfjZL8sZvRA3I/view?usp=drivesdk dengerin sampe abis. Have fun:)
netral;Recommend lagu dong guys
sad;Pengen pulang ke Padang :(
sad;"""Ternyata cari temen chat yg awet susah yaaaa, f disini kebanyakan pengen chat sama yg seumuran atau ngga yg brondong -_- M23"""
anger;Bangke lah. Cewe kalo move auto jaim gaasik.
sad;pernah gak si lu baru bangun tidur terus ngerasa 'ini bau asem darimanaaaa' taunya dari baju lu sendiri wkwkwk :(
joy;"""Gue ketemu anak kosan gue yg gans pas lagi buang sampah, terus doi pake baju tulisan tokyo 6 warna ungu yg notabene sama perCIS baju gue dulu -c"""
sad;Untuk pertama kalinya bruntusan dan itu di idung-_-
anger;"""Org ngliat aku luarnya doang bisa aja seenaknya bilang """"kamu sabar ya"""", ga tau apa didalem sini rasanya pengen ndang kelar ndang mari ndang wes g numpuk dosa kan kelar si"""
sad;Sok sokan liat baju di shopee orang duit thr aja belom turun
sad;Demi apapun ini hp sepi bgt. F19
sad;Kalian suka ngebayangin diri kalian sm mas crush kek di drama2 gt gaa wkwkkw yg kayak misal kita sakit sekarat terus romantis2 menyedihkan gt deh????
netral;yakin gak mau ngechat aq?
joy;"""Kadang gemes liat kucing sodara/sepupu yg ras baik maine coon, persia, anggora, bulunya lebat lebat, tapi gue milih miara kucing liar, krn dom juga pantas disayangi"""
joy;"""What if i give you my smile, are you gonna stay for awhile"""
joy;Klo lgi Haid gini boleh ga sih nontn film yg ada adegan dirtyy nya gitu kaya kisssssng
confused;jaman gua awal main app anon masih f16 kok skrg udh 21 aja wkwk
netral;Ada yg mau fr ? Rules nya kalian yg atur M17
joy;eh acid ghost ena jg fufufufufu
sad;"""Menikah itu sederhana,resepsinya yang ribet"""
sad;Girls ada yg pernah pacaran ama anak organisasi? Yg sibuk gt. Bisa bertahan lama ga sih apa malah bentar krn gakuat dia sibuk mulu?:')
sad;"""Gue belum prnh pacaran, apa kemungkinan besar pasangan gue dia suka bermain main gonta ganti pasangan? Temen gue mah kalo ngomong bikin orang ciut wae da:("""
netral;Ada yg suka lagunya boy pablo ga?
sad;"""eh chat hayuk, bosen bangetttt-f"""
sad;"""Chat yu, bt bgt gue gatau mau ngapain. F22"""
sad;"""turorial nirusin pipi dong dear, tp bkn contour ya:("""
sad;kenapa ya gue selalu dikira cowo kalo chat sama anon :(
sad;"""""""Dek kamu belum punya pacar?cari sana,masa kamu nanti kalo lebaran sendiri?kan sekarang kaka pasti sama cowonya"""" dikira pacar tinggal ngambil kali ya"""
sad;Aku rindu bermonolog dengan diri sendiri. Seakan aku tak lagi mengenal diriku lagi..
netral;"""Ukhti, bagaimana kondisimu setelah menikah? Lebih bahagia??. M"""
sad;"""ada yg mati saat itu dalam kerinduan, yg tak terobatiiiiiii"""
anger;"""Jimajijima, bukihajima....ah mbohlah"""
netral;Chatlah bt f17.........
sad;Gua batal menikah gara-gara gua ga mau pesta2an.
joy;Pingin melihara kucing hutan gua
joy;Chatan yuk kali aja cocok! M23
netral;sOaLnYa di sPoTiPai aDa LaGu aNTi mAinStReaM
netral;Kenapa cowok suka lemah kalo liat leher cewek??
joy;"""Apa gue kelainan ya, suka ngejar cowo yang gue suka.... Abis kalo di deketin ga sesuai"""
netral;"""*ponakan masuk kamar* ponakan: mamiii! Onti ga puasa || emaknya: onti mens kak || ponakan: aku juga mau lah mens, biar ga puasa || *akhirnya di kasih penjelasan*"""
joy;Ada F chinesee?? Line yukk... M clean
netral;Kalian prefer cowok metalhead atau indie?
netral;Kalo udah buka puasa boleh ??????kan?
netral;Mungkin gak sih dapet pacar dari app anon kayak gini? M22 here.
netral;Ad ga sih disini yg f katolik??
joy;prefer cowo dangdut sih kalo aku
joy;Senank ada anon suka di posesipin gue wkwk dr awal main ini sampe skrg awett uwwwuu bgt wkwk ?? gue f nya wkwk
netral;Aeon sentul udh dibuka belom?
sad;"""Pas kecil sering mandi bareng terus tidur bareng cowo, udah gede malah gak kenal cowo :')) """
joy;Lebih enak pacaran ama yg udh kerja. Lu bisa di kasih makan
joy;Kalo manggil dengan sebutan ibu kaya lebih sakral ya haha
joy;Suka cewek semok drpd cewe cantik ??
joy;"""sisain satu cowok kaya bambam pls, biar hidup gue ga datar"""" amat. amiin"""
anger;"""Kamu diemin aku chat gak dibales,cuek juga, giliran aku deket dengan yang lain kamu marah hey mas ingat gak kita BUKAN siapa siapa:) """
netral;"""ask for f, kalu di bonceng lebih pcr or siapa pun itu suka naik metik atau motor sport? (no muna)"""
netral;"""Mau nanya mtk dong guys : Dalam sebuah dus terdapat 15 bola merah, 9 bola putih, 12 bola hitam. Berapa probabilitas terambil bola hitam dalam satu kali pengambilan?"""
joy;Chat line yu! Drop ur line id ya!! F20
joy;"""Aku suka cewek pendek, bisa ditoyor toyor hehehe"""
love;"""Gue mau cerita, dan bener2 butuh saran dari kalian. Jadi, gue punya temen (deket) dan emg kita saling sayang, and we knew it. Awal2 hubungan ya kaya org ttm pada umumnya."""
sad;gmn dah mo bukber sama anon tp lagi sariawan gbs makan :(
sad;Yah puasa gue bolong sehari gegara flu berat sampe gemeteran ??
fear;"""""""Kapan sih bayar semesteran dek takut kepake uangnya"""" """"agustusan bu, yaudah tf aja uangnya ke rek akoh"""" """"ya dalam 5 menit sudah ilang duitnya dibelajain kamu"""" """"ehehe"""""""
joy;Lets chat about anything! -m19 jakarta
joy;"""Assssffjjk aku suka sekali ketiak , Gatau kenapa:)))"""
joy;selamat hari waisak. Sadhu sadhu sadhu
fear;serem amat sih gengster udah masuk perumahan gue??
anger;Kadang acuh itu emang harus.
joy;sungguh mengagumkan tahun dua ribu
netral;klean yg kpoper fandomny apani
sad;"""gua suka sedih sebenernya klo mau liburan semester, soalnya pasti bakal dtg kewajiban bayar ukt trs nanti liat ortu sibuk nyari duit kesana kemari:') ga tega padahal"""
netral;big booty / big boobsssss?
joy;Makan ice cream enak nih
fear;"""Chattan sama 3 anon, 2 udh move, ketiganya udah baper sama gw. Mampus dah :("""
netral;"""https://drive.google.com/file/d/1Tt4gZJsdHDzhbX3ubQOV9lO7aWASFAtU/view?usp=drivesdk yang lalaki merapat, yang awewe makin merapat, lur!"""
joy;Feel better now alhamdulillah
confused;Gue minta kejelasan ke dia dan berkali2 menurut kalian ini terlalu berambisi / wajar gitu sih
joy;tolong pertemukan saya dengan mas hero huhu
joy;Syukurlah sejauh ini belum ada cewe yang baper sama gua
anger;AKU NGAJAK CHAT AJA YA! YANG SAGAPUNG MINGGIR DEH BGST. toxic bgt si anjng
sad;"""Bisa nghabisin waktu sama husband, gelut sama husband kalo doi lagi bawel gitu asik kali ya. Soon ??."""
anger;Chat lah anjir. Gabut gue. Jangan clean terus terusan tapi. M19
joy;"""Lebaran tahun lalu kita masih bareng ya, tahun ini aku sendiri terus samperin kamu ke rumah baru kamu.??"""
sad;mau kek link spotify premium hoi gratizz:(
joy;"""HEEEY SAHAABAAAT, AKU BARUSAN DI FOLLBAAACKKKK WKWKWKWKKWKWKEK SENANKNYAAAAAA, HMMMMMMMMMMMMM ??"""
sad;pgn dah baper ama stranger biar kek lagu
sad;Gue gabut sangat chat yu.. M18
netral;julian brandt kapan mau sama aku?
joy;Aku ngegame dulu ya dadah M21
netral;bulutangkis gan tvri..
netral;Yg ngerti ajadeeeh. M21 Bandung
netral;"""Sampai sekarang gua ga tau apa faedahnya dari """"baper"""" ?"""
joy;"""Setelah beberapa minggu ini berkegiatan diluar, akhirnya bisa menikmati minggu dirumah:""""))))"""
sad;Pgn pacaran tpi gua jele gini gaada cewe yg mau
sad;Otak gue mulai tercemar semenjak main twitter sama tell. Hadeh
joy;"""cowok yang suka day6, aku pacarin langsung ga pake nawar"""
anger;nanti kalo gue cuekin jangan kaget lo ye
confused;aneh bener mimpi gua. segala ngimpi mau bukber terus malah order gocar padahal tadinya mau order yang motor. udah gitu kaga bisa dicancel. hadeeeh
sad;bek ampas = lukaku .....
sad;Ips 3.8 ipk cuma naik 0.05 -_- dikit bat yak. Tapi Alhamdulillah deh :(
sad;Kita adalah rasa yg tepat di waktu yg salah
love;Pagi zheyengggggggggg
sad;"""Dulu mah pas muda sering bgt pake topeng keramahan, skrg udh tua mah udah bodoamat sama omongan orang. Seharusnya dari dulu kaya gini nih gue huft"""
confused;EDO NYA SARGIB KENAPA DAH?!! KASIH TAU DONG
sad;Bukunya sih udah turun ke tangan. Males nya aja yang gak turun-turun.
sad;"""Makin naik semester dapet ipk 3.0 aja susahnya minta ampun batas gua cuma dapat ipk 2,7 """
joy;"""Yg stay di SUB, main yuk nanti awal Juni???????"""
sad;chat yuk gabut dan telat sahur tadi -M21
netral;saran tempat me time yang enak di sekitaran margonda depok? jangan kfc atau mcd ya
joy;"""Diumur segini udh gak pengen dateng ke gigs2 lagi. Pengennya travelling, terus hunting makanan."""
joy;masa gua mimpi dikasih iphone 7 sama syahrini anjir
sad;Dari tadi ngalungin handuk terus ga berangkat2 mandi.
joy;cowo yg jari2nya panjang kenapasi rata2 ganteng
sad;21 mei seruan aksi reformasi gagal total :((( etdah yak udah ngapa udah
fear;"""Bahaya anjir anon gua baper, takut kebawa baper juga kan kalo gua ngeledekin terus wkwk"""
netral;yg ga puasa ayo ngomongin dirtiiii di chat biar ga ganggu yg puasa hehe f
joy;"""""""Other than dicck and pussssy, every other things is just a social construct. Enjoy whatever you want."""""""
joy;Akhirnya sendirian di rumah. Asik mau joget2
sad;sakit haid itu bawaannya pengen guling2 woiii anjirlahh gakuaddd
netral;Gimana cara buat ilangin bekas jerawat-m
joy;Chat santai yuk F. Dari M21.
netral;Sudah lama tidak berinteraksi dengan manusia-manusia disini -f19
sad;"""kenapa yg deket malah gitu-gitu aja, giliran yg jauh malah yg asik :("""
netral;081265 kode simpati area jakarta ya
sad;Mau nyapu gajadi jadi anjirlah maen bae hp
anger;Goblooooooo saha ieu nu masak indomie wayah kieu
sad;"""Gue udah dari pagi depan laptop, kanan kiri jurnal makalah laporan buku. Dan sampe skrg 11.03 baru kelar 1kalimat. """
netral;Ada f 18-22 yang lagi nyari pacar?
sad;"""Segini nya nasib gapyear ya, kumpul temen SMA kaga disapa, dicuekin aja. Untung puasa??"""
sad;"""Bosen kadang kalo dikantor, f mau nemenin chat?"""
joy;"""Hari ini pengen bukber sendiri, yah me time aja, kerja slm ini juga mesti di paid off lh kan ya buat diri sendiri"""
sad;"""dari tadi ngomongin ipk mulu anjirr gue jdi kepikiran, gue pernah punya pengalaman buruk ??????"""
sad;"""Mantan gw mau nikah ehh nyuruh gw jadi bridesmaid, yah emang sih dia udah nganggep gw adeknya karna umur kita jauhh tapi seenggaknya disisi lain gw tuh mantannya :( """
anger;"""Knp si kalo haid musti di umbar""""? Biar apaaa? w jg ngrasain kali ga lu doang"""
joy;"""Baru balik kos udah pada nyariin. Maaf gengs ku mau me time sama kasurku dulu, sampe ketemu besok"""
joy;Keadaan masjid *saat teraweh : cuma dua shaf *saat bukber : nyampe depan pager masjid Subhanallah
netral;"""F25+ , gue mau tanya dong, clean kok, m25 """
netral;Ada yang pernah ke pp surya sehat di bandung?
netral;Abang cuma pesen. Tolong bedain nikmatin masa muda sama ngerusak masa depan ya dek.
netral;ada f yang seneng ga kalau di grabpay?? dan pgn bgt d grabpay..
netral;Ava max lagunya kaya penyanyi siapa ya agak mirip2 gitu nada nya? Lady gaga kayanya.
netral;"""kurang cantik tapi segudang prestasi, atau cantik tapi sering ngeluh dan ada butuhnya?"""
netral;Sitik meneh aku meh balik omah
sad;"""Fine, gue mundur :) sebelum makin nyesek hehe."""
sad;""" ldr itu rumit. Harus ada waktu sampe ngorbanin main sama temen2. Gimana ya biar bisa bagi waktu tapi ga bikin hubungan renggang. Cape sendiri kalo gini mah, mewek mulu."""
netral;"""https://drive.google.com/file/d/1-1yMu8jbLD6e9o_wwB1yUaQp4pV-gEdI/view?usp=drivesdk Waktu Tuhan - NDC (Piano Version), #M23Pet"""
netral;"""Gue pengen diskusi, apakah kalian ada topik buat diskusi? Ah apa kita bahas topik soal hasil pilpres aja?"""
netral;"""Disini ada gak yg kelasnya masuk pas lebaran? Sekalian sholat ied bareng,kayanya kelas gue gitu deh"""
sad;I'm worthless useless full of dumbness heinous and cowardice
anger;Bangun tidur jam 17.00 cek WA tiba tiba dichat adek tingkat gua yg sbimbingan ktanya diundang bapak bukber dirumahnya. Gilasih ga skalian ngundang 5 mnit sblum buka ??
anger;"""Bisa sama2 berubah ke yg lebih baik lagi ga? Kalo sekiranya ga sanggup, silahkan cari wanita yg menurut kamu bisa kamu """"gauli"""" terus."""
sad;"""never enough for meeee for meee for meeehhhhhh, for me"""
sad;"""Gua anaknya ga bisa dugem, denger musik edm aja muntah hehehe. Maaf aku lelaki lemah:("""
joy;"""Enak kayanya fc rame"""" 4 orang, y g?"""
netral;"""Itu video grab yang mukanya sama, mereka beneran saling gak kenal apa ternyata kembaran? """
anger;"""Bisa sama2 berubah ke yg lebih baik lagi ga? Kalo sekiranya ga sanggup, silahkan cari wanita yg menurut kamu bisa kamu """"gauli"""" terus. -lebakgede"""
joy;"""Tante, anaknya kok baik banget sayang kurang peka. Boleh ga aku ajarin dia cara biar peka, tapi kalau dia jadi ayah dari anak""""ku. Tante izinin ga? """
anger;dicancel mulu main hagonya bgsd?
sad;Berbukalah dengan keluarga karena yang manis belum tentu mau diajak berkeluarga :)
love;Waduuh ternyata doi masih menunggu kabarku yang menghilang. Kukira dia surrender ternyata masih mengingat
sad;"""Gini"""" gue di RL tipikal talkative dan suka datengin cowok duluan buat ngobrol, tapi di sini kok gue malah gak suka make a first move."""
sad;Chat yuu gaboet inii asli M20
netral;Ada apa sih sama si edo mantannya sargib?
sad;Gaada yang niat ngajakin bukber gituuuu
anger;"""Gue sengaja ikut tersulut emosi, ngga cm diem kya biasanya jd kita beradu makian dan terakhir putus. Itu cara gue utk lari dr hubungan ini hehe """
sad;Waktu tahun lalu pas malem takbiran gue haid. Skrg pas mau buka gue haid. Indah sekali ya:)
joy;F hijab gemesin deh pengen chat hehe M
sad;Capek jalanin LDR . Ngerasa makin lama makin berat
joy;"""Aduuuh makin kesini ko pesona mark , jeno dan jaemin makin berkilau masaa?? """
netral;Sebenernya itu yang demo tgl 21 atau 22 sih?
joy;Gaes kalian udah bolong puasa brp hari? Me 6 days huehehe
netral;kamu mau ga bangun tidur ketemunya aku?' itu maksud ke arah negatif ga sih?
sad;"""Ini emang gabaik sih, tbh gua pusing kayak mau pingsan seharian ngerjain soal mtk wajib smster 2 kls 11 dan buat siapapun kalo puasa belajarnya pk teknik podomoro aja-"""
joy;Rasanya pengen gesek2in titiiw ke sela2 payuddara cewe ber jilbob.. uhh.. ????
netral;Ada yg bi ga bre disinii?
netral;ada yg pernah pake masker kopi + minyak zaitun? review dong
sad;Gue kaya udh terbiasa gtu ngadepin sikapnya??
joy;lagi di fase udah ga perlu belanja baju dll buat lebaran. yang penting kuota ada terus ~~~~
joy;"""lagi fc an gua nanya sm dia """"tipe cewe lo kek gmn si emgnya"""" trs dia jawab """"kaya lo intinya, yang barbar"""" trs gua diem """"ko diem"""" """"gadenger gua"""" HDJANSNAAJHHA"""
sad;"""jadi ceritanya gua mau ldr karena udh ada lulus kuliah, tapi cewe gua hpnya udh legend banget, casing belakangnya sering lepas, batrenya cepet mati :( """
sad;gue dateng kesini juga karena menghargai orangtua lo juga ngehargaiin ayah gue gak lebih. Demi allah sakit bgt dah sodara sendiri kenapa begini bgt :(((
netral;snapchat? f here thanks
joy;ada yg main audi pc disini? mabar kuyyyy
netral;Diskusi sesuatu yuk? Coba sebutin topik apa yang mau kalian diskusikan. Mau F mau M kuy kita diskusi
sad;baru 2 hari libur aja gabut bgt gini :(( gimana 3bulan kedepannn :((
joy;"""Pengen punya pacar yg suka ngajak belajar deh, biar pinter gt"""
sad;"""Udah 2x gua dideketin sama orang yang sekedar gua """"harapkan"""" selama ini, gua tau diri dan yakin itu gaakan terjadi, tapi... Ini ada apa?"""
sad;"""Jrng bgt ngasih tips ke ojol paling gantiin buat parkir doang,klo ngasih bintang 5 ngaruh ga sih?:("""
sad;"""Pusing dah punya ponakan kembar. Klo bangunin gue tidur ndusel di perut gue ampe geli bgt, klo minta gendong kudu 22 nya. """
disgusted;Seriously cuma ke bdg naik pesawat? Biasa ke jogja naik bis elah
joy;sampe sekarang belum ada yg ngajak bukber hehehehehhehe
sad;****** PATAH HATIIIIIIII
netral;"""https://drive.google.com/file/d/1-1yMu8jbLD6e9o_wwB1yUaQp4pV-gEdI/view?usp=drivesdk Waktu Tuhan - NDC (Piano Version), #M23Pet"""
love;Kau adalah alasan dan jawaban atas semua pertanyaan Lanjoot
netral;"""Kan di recent update line gada dia ganti ava tapi pas di friend list ava dia udah ganti, itu di blok atau gimana?"""
sad;Jangankan tamu di rumah orang. Tamu di rumah sendiri aja lebih milih diem di kamr -.-
love;Cewek smp yang sekolah di kartika cijantung manis banget.. Gue pasti selalu disenyumin dia kalo pulang lewat situ ????
netral;"""Eh emang iya kalo melukis, menggambar, membuat patung dsb gitu dilarang dalam islam? Terus malah ada yg bilang musik itu haram. Butuh penjelasannya dong"""
